입찰공고번호,입찰공고차수,입찰공고명,업무구분명,계약체결형태명,계약체결방법명,낙찰자결정방법명,적격심사여부,공고기관명,공고기관코드,수요기관명,수요기관코드,낙찰하한율,예정가격,기초금액,추정가격,개찰일자,개찰시각,개찰결과구분명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체사업자등록번호,최종낙찰업체주소
DSS0057,1,00부대 마이크로필름장비 유지보수 용역,용역,총액계약,제한경쟁,적격심사제,Y,국군제1068부대,ZD01123,국군제1068부대,ZD01123,87.745,48740659,48367680,44850036,2024-11-01,10:30,개찰완료,42767605,87.745,2024-11-05,주식회사 이앤비솔루션,김선빈,김선빈,525-81-01278,"경기도 용인시 기흥구 서천로201번길14, 514호. 515호(농서동, 프리미엄원희캐슬)"
EBH0135,2,BTCS 수리부속(일반 정비),물품,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,87078280,87287000,0,2024-11-01,11:00,개찰완료,79100000,90.837,2024-11-01,주식회사 나우이노,황재희,황재희,852-81-01258,경상북도 김천시 해오름1로1길6-10 (율곡동)
LCF0564,2,저항기 등 59항목 구매(기동-030)재,물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,,182698887,166089897,2024-11-01,10:30,순위확정,,,,,,,,
LCF0574,2,허브  차륜용 등 3항목 제조(기동-020),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,23086037,23051700,20956091,2024-11-01,10:30,개찰완료,23051000,99.848,2024-11-01,(주)우진정밀,김철곤,김세영,606-81-58444,경상남도 김해시 생림면 생림대로713번길4-0
LCF0575,1,덮개 조립체  보호용 등 15항목 제조(기동-017),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,,11284969,10259063,2024-11-01,10:30,유찰,,,,,,,,
LCF0576,1,시일  밀봉형 등 5항목 제조(기동-018),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,,13988729,12717026,2024-11-01,10:30,유찰,,,,,,,,
LCF0577,1,호스  공기흡입용 등 11항목 제조(기동-019),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,,6714646,6104224,2024-11-01,10:30,유찰,,,,,,,,
LKH0038,3,24년 식기세척기 임차용역,용역,총액계약,제한경쟁,적격심사제,Y,제6128부대,ZD00091,제6128부대,ZD00091,87.745,123373191,123529410,114545455,2024-11-01,11:00,개찰완료,108336970,87.812,2024-11-01,(주)한성바이오테크,김재경,김재경,220-86-85188,"서울특별시 강남구 개포로25길18 (개포동, 1층)"
LKS0055,1,24년 ~ '25년 계룡스파텔 식자재 구매,물품,총액계약,2단계경쟁(동시),최저가격제,N,육군인사사령부,ZD00788,육군인사사령부,ZD00788,0,1475832118,1488340058,1380097145,2024-11-01,10:30,개찰완료,1326826750,89.903,2024-11-01,푸디스트 주식회사,박정훈,윤성민,711-81-01637,서울특별시 용산구 청파로363(서계동)
MDG0216,1,24년 의무장비(안저카메라 고급형) 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,87.995,273648880,274400000,254545455,2024-11-01,11:00,개찰완료,252000000,92.088,2024-11-01,메디칼에이엠에스 주식회사,김성태,권성미,235-81-00717,"경기도 수원시 권선구 호매실로104번길90-0, 704호(호매실동, 제이디타워)"
UMM1210,1,(24F273-I) 정보화사업 통합금융리스,물품,총액계약,일반경쟁,최저가격제,N,국군재정관리단,ZD00303,국군재정관리단,ZD00303,0,3175896227,3174087112,3237568856,2024-11-01,11:00,개찰완료,3101521110,97.658,2024-11-01,롯데캐피탈(주),추광식,이정은,120-81-55981,"서울특별시 강남구 테헤란로 142(역삼동, ARC PLACE) 7층"
LGI0086,1,24년 유류시험장비 구매,물품,총액계약,제한경쟁,적격심사제,Y,제3군수지원여단,ZD01109,제3군수지원여단,ZD01109,87.995,195545806,195748000,177952727,2024-11-04,10:30,개찰완료,172092960,88.006,2024-11-04,비더블유컴퍼니,정병욱,정병욱,677-79-00432,경기도 의정부시 경의로70 (의정부동) 5층 510-1호
LMU0054,1,24-물용-014 지정폐기물 처리 용역(2차),용역,총액계약,제한경쟁,적격심사제,Y,제7군수지원단,ZD01187,제7군수지원단,ZD01187,84.245,,50093130,46450000,2024-11-04,11:00,유찰,,,,,,,,
ELA0031,1,휴대용무전기(K56용),물품,총액계약,2단계경쟁(동시),최저가격제,N,방위사업청,1690000,방위사업청,1690000,,42194638,42169000,0,2024-11-05,16:00,개찰완료,36680000,86.93,2024-11-18,인소팩주식회사,손동철,김지희,314-81-32996,"경상북도 구미시 인동20길5, 302호(진평동, 엠에이치케이빌딩)"
EMA0012,1,광개토-III Batch-Ⅱ 전투체계 기술교범 번역 및 발간,용역,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,285057000,0,2024-11-05,11:00,유찰,,,,,,,,
LCG0095,1,[24-육-241] 2025년 안전캘린더 후가공 제조,물품,총액계약,제한경쟁,적격심사제,Y,육군본부,1290298,육군본부,1290298,87.995,34216232,34290000,31818182,2024-11-05,12:30,개찰완료,30116050,88.016,2024-11-06,주식회사 리플렉스,김광용,김광용,140-81-95333,"경기도 부천시 소사구 양지로247-0 (옥길동) 510-514호(옥길동, 광양프런티어밸리7차 지식산업센터)"
LCK0044,1,[일반-24-203] 직할부대 식기세척기 임차용역,용역,총액계약,제한경쟁,적격심사제,Y,수도방위사령부,ZD00069,수도방위사령부,ZD00069,87.745,61520796,61200000,55636364,2024-11-05,10:30,개찰완료,54311930,88.282,2024-11-05,행운남,엄창섭,엄창섭,481-17-02485,"경기도 파주시 문산읍 방촌로1725-0, 2층 202-C149호"
LDH0812,2,통신 캐패시터 등 10품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,21792512,21840000,20252000,2024-11-05,13:00,개찰완료,19179500,88.009,2024-11-05,엠에스산업,정명식,정명식,237-04-02802,"부산광역시 강서구 명지국제2로41 (명지동, 더샵 명지퍼스트월드 3단지)"
LDH0836,1,(일장) 교량가설단정 시동기 엔진용 등 11품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,,15738000,14594208,2024-11-05,13:00,유찰,,,,,,,,
LDH0837,1,(기동) 5톤차량 튜브 곡선형 금속제 등 7품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,10798105,10815000,10028635,2024-11-05,13:00,개찰완료,9546100,88.405,2024-11-05,대명 ENG,이갑용,이갑용,603-01-87894,"부산광역시 강서구 녹산산업중로100-0 (송정동), A동"
LDH0845,1,K200 나사 캡식 6각 머리형 등 10종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,9541535,9601000,8903145,2024-11-05,13:00,개찰완료,8435700,88.41,2024-11-05,엠에스산업,정명식,정명식,237-04-02802,"부산광역시 강서구 명지국제2로41 (명지동, 더샵 명지퍼스트월드 3단지)"
LDH0843,1,K200 베어링 롤러식 테이퍼형 등 17종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,,10985000,10186825,2024-11-05,13:00,유찰,,,,,,,,
LPG0028,1,여성 편의시설 컨테이너 제조/구매,물품,총액계약,제한경쟁,적격심사제,Y,제5보병사단,ZD00376,제5보병사단,ZD00376,87.995,212776182,211000000,191818182,2024-11-05,10:30,개찰완료,188686200,88.678,2024-11-07,(주)아이도요,황종식,이정안,738-88-00286,"경기도 김포시 통진읍 애기봉로662번길22-14, 22-18"
MDG0217,1,24-5차 의무비품(운반대수동식선반형 등 10종) 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,87.995,41011524,41003500,45367727,2024-11-05,11:00,개찰완료,36090590,88.001,2024-11-07,유한회사 엔디클릭,최용석,최재영,408-81-89324,"전라남도 장성군 황룡면 강변로452-16, 3층 302호"
MDG0218,1,24-5차 의무비품(직상검안경 등 8종) 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,87.995,,31862120,45002727,2024-11-05,11:00,유찰,,,,,,,,
MDJ0059,1,의무장비(혈액가온장치),물품,총액계약,일반경쟁,적격심사제,Y,국군대전병원,ZD00241,국군대전병원,ZD00241,87.995,,24803910,23000000,2024-11-05,10:30,유찰,,,,,,,,
SCF0964,1,컴뱃셔츠 등 3종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,35000000,33378545,2024-11-05,10:30,순위확정,,,,,,,,
SCF0944,2,경유 등 3종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,229000000,213037936,2024-11-05,10:30,유찰,,,,,,,,
SCF0963,1,덮개  입구용 등 2품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,94773676,94000000,88000000,2024-11-05,10:30,개찰완료,85505000,90.22,2024-11-05,에스와이테크,정미경,정미경,609-09-54951,경상남도 창원시 의창구 팔용로 355()
SCF0962,1,(긴급)집성판(1200X2400X18) 등 14종,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,15349208,15302000,14189682,2024-11-05,13:00,개찰완료,13511667,88.028,2024-11-05,대광산업,이종명,이종명,609-16-69087,경상남도 창원시 마산회원구 양덕북5길97 (양덕동1층상가)
SCF0955,1,전원공급기 등 2종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,50199836,50000000,47088000,2024-11-05,10:30,개찰완료,44173400,87.995,2024-11-05,북소,윤선아,윤선아,791-24-00382,경기도 수원시 팔달구 효원로308번길58-11 (인계동)201-501
SFC0131,1,24-덕-달력 후가공(벽걸이) 제작 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9691부대,ZD00152,제9691부대,ZD00152,87.995,,26920000,24472727,2024-11-05,10:30,유찰,,,,,,,,
SFC0132,1,24-해병-수첩 커버 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9691부대,ZD00152,제9691부대,ZD00152,87.995,12801238,12756000,11596364,2024-11-05,10:30,개찰완료,11264500,87.995,2024-11-05,에프엑스트레이딩,박세용,박세용,164-44-00045,"경기도 성남시 분당구 양현로138-0 (이매동, 이매촌)"
SFC0133,1,베터리용 차화매트 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9691부대,ZD00152,제9691부대,ZD00152,87.995,47773050,47652000,43320000,2024-11-05,10:30,개찰완료,42472000,88.903,2024-11-05,진해상사,김동국,김동국,412-09-29047,경상남도 창원시 마산회원구 삼호로38-0 (양덕동)
SFC0134,1,24-덕-스 사각테이블 등 5종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9691부대,ZD00152,제9691부대,ZD00152,87.995,14527475,14597000,13270000,2024-11-05,10:30,개찰완료,14524150,99.977,2024-11-05,티나라교육기획,김정한,김정한,608-35-18378,울산광역시 중구 태화로130-0 (태화동)
SFG0111,1,각파이프 등 7품목 구매,물품,총액계약,일반경쟁,적격심사제,Y,제9181부대,ZD00151,제9181부대,ZD00151,87.995,33548268,33398700,30969764,2024-11-05,10:30,개찰완료,29521439,87.996,2024-11-05,성진실업,성은하,성은하,108-01-51246,"서울특별시 양천구 목동동로100, 1329동 1층 105호(신정동, 목동신시가지아파트13단지)"
SFG0115,1,탄피받이 제조 구매,물품,총액계약,일반경쟁,적격심사제,Y,제9181부대,ZD00151,제9181부대,ZD00151,87.995,27181539,27160000,24690909,2024-11-05,10:30,개찰완료,23927400,88.028,2024-11-05,탑에스씨,이승은,이승은,209-25-69555,"서울특별시 영등포구 여의대방로43나길12, 1층 (신길동)"
UAC0051,1,24년 디지털 윤전정합기(롤투컷) 외주정비 용역,용역,총액계약,일반경쟁,적격심사제,Y,국방출판지원단,ZD00908,국방출판지원단,ZD00908,87.745,21798823,21890000,20397000,2024-11-05,11:00,개찰완료,19272000,88.408,2024-11-05,어셈블 시스템즈,엄용철,엄용철,788-09-02377,충청남도 당진시 송악읍 틀모시로821-8
UMM1222,1,24-N-통합배선반 제조설치(248247-F),물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,500402771,496070000,459994545,2024-11-05,11:00,개찰완료,440576403,88.044,2024-11-05,주식회사 에스피비,박해은,조경현,820-88-02244,"경기도 시흥시 서울대학로59-47, 932호 (배곧동)"
UMM1217,1,(247379-F) 멸균소독기  전기식 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,177559201,176470580,163636364,2024-11-05,11:00,개찰완료,174000000,97.995,2024-11-05,두물기업,김재원,김재원,139-28-00447,"충청북도 청주시 흥덕구 덕암로47번길20-6, 4층(봉명동, 더메이)"
UMM1214,1,(24G258-A)25년 의무비품 이전 용역,용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.745,75803079,75479880,76818245,2024-11-05,11:00,개찰완료,66750122,88.057,2024-11-05,주식회사 이사박사코리아,이하은,이하은,451-86-01176,"서울특별시 중랑구 동일로897, 737호 (묵동, 블루포스)"
UMM1216,1,(24F252-I) 24~27년 얼음정수기 임차용역,용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.745,112033140,112764705,104563636,2024-11-05,11:00,개찰완료,98305000,87.746,2024-11-05,대성상사,장근영,장근영,109-15-37109,서울특별시 강서구 마곡동마곡엠밸리6단지604-504
UMM1215,1,(24F266-A)장비정비 및 수리부속 원가계산 용역,용역,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.745,102000476,101740000,107914227,2024-11-05,11:00,개찰완료,89505100,87.749,2024-11-05,사단법인 한국행정사회연구원,박홍순,강서율,590-82-00116,경기도 안양시 동안구 벌말로126 (관양동) 평촌오비즈타워 11층 1105호
EBB0343,1,24년 105밀리 연습예광탄 파라핀지환통,물품,총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,383271075,383664000,0,2024-11-06,14:30,개찰완료,330292500,86.177,2024-11-06,(주)오성지관,오형수,오형수,124-86-56293,경기도 양주시 칠봉산로337번길11 (봉양동)
EBB0344,1,24년 105밀리 연습예광탄 목상자,물품,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,255015000,0,2024-11-06,14:30,순위확정,,,,,,,,
LDA0076,1,(A164) 24년 주거시설 도배 및 장판 설치납품,물품,총액계약,제한경쟁,적격심사제,Y,지상작전사령부,ZD00279,지상작전사령부,ZD00279,87.995,124390397,123492870,112266245,2024-11-06,11:00,개찰완료,109457346,87.995,2024-11-07,엠케이플레이스,김익환,김익환,759-09-02103,"경기도 용인시 기흥구 덕영대로2077번길20, 202동 805호(영덕동, 용인영덕신일아파트)"
LDH0846,1,(자재) 부품제작자재 용사파우더 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,41754469,41470000,38454545,2024-11-06,13:00,개찰완료,38000000,91.008,2024-11-06,주식회사 세원하드페이싱,곽찬원,이종권,418-81-15023,전북특별자치도 완주군 봉동읍 완주산단1로43-0
LDH0847,1,K21 축전기 등 6종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,25972298,25857000,23977151,2024-11-06,13:00,개찰완료,22862069,88.024,2024-11-06,주식회사 오성테크,김윤현,김윤현,145-81-02877,"인천광역시 남동구 앵고개로490번길53, 남동공단142블럭 20로트 2층 1호(고잔동)"
LIK0075,1,25년 부대계약 부식(1~3월)(빵류) 제조,물품,단가계약,제한경쟁,적격심사제,Y,제2군수지원여단,ZD01107,제2군수지원여단,ZD01107,87.995,,408902,596842008,2024-11-06,10:30,유찰,,,,,,,,
LKF0068,1,122여단 예비군훈련대 개편 관급자재(유입변압기),물품,총액계약,제한경쟁,적격심사제,Y,제50보병사단,ZD00090,제50보병사단,ZD00090,87.995,,49607843,46000000,2024-11-06,10:30,유찰,,,,,,,,
LPN0020,1,25년 군 주거시설 도배장판 설치납품(인천권역),물품,총액계약,제한경쟁,적격심사제,Y,수도군단,ZD00104,수도군단,ZD00104,82.995,357617373,358847950,326225409,2024-11-06,10:30,개찰완료,296840640,83.005,2024-11-13,에이스건설산업,김진욱,김진욱,781-03-02068,인천광역시 서구 경명대로706번길16-0 301호 (공촌동)
LPN0021,1,24년 00단 어태치먼트 자재 구매,물품,총액계약,제한경쟁,적격심사제,Y,수도군단,ZD00104,수도군단,ZD00104,87.995,23606842,23389000,21262727,2024-11-06,15:00,개찰완료,22200000,94.04,2024-11-07,광명산업,이계순,이계순,882-06-01403,경기도 광명시 원노온사로15-0 (노온사동)
MCT0056,1,간부숙소 시스템에어컨 설치/납품,물품,총액계약,일반경쟁,적격심사제,Y,국군체육부대,1290464,국군체육부대,1290464,87.995,153414974,154610000,143372727,2024-11-06,10:30,개찰완료,135000990,87.997,2024-11-06,주식회사 다온테크닉스,장동조,장동조,584-81-00303,부산광역시 기장군 정관읍 예림1로87-34
MDD0112,2,24년 재투자 의무장비(혈액가온장치) 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군수도병원,ZD00236,국군수도병원,ZD00236,87.995,,32340000,30000000,2024-11-06,17:00,유찰,,,,,,,,
MGO0007,2,ATCIS 2차 성능개량(OOO사) 임무수행능력 향상,물품,총액계약,2단계경쟁(동시),최저가격제,N,국방기술품질원,B551544,국방기술품질원,B551544,0,,784000000,773636364,2024-11-06,15:00,유찰,,,,,,,,
MHD0083,2,효과적인 무기체계 부품국산화 국산화율 정교화 연구,용역,총액계약,협상에의한계약(전자),협상,N,방위사업청(운영지원과),1690000,방위사업청(운영지원과),1690000,,76465000,,69513636,2024-11-06,15:00,개찰완료,68800000,89.975,2024-11-27,사단법인 안보경영연구원,김주형,조대현,120-82-07415,"서울특별시 강남구 언주로527, 10층 (역삼동)"
SCF0968,1,DDG RCS 차폐막 정비,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,,1604000000,1619101818,2024-11-06,10:30,순위확정,,,,,,,,
SCF0920,3,24년 상륙돌격장갑차(KAAV) 최종구동장치 외주정비,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,96752138,97000000,91650909,2024-11-06,10:30,개찰완료,82062000,84.816,2024-11-06,삼광기계제2공장,전서훈,전상규,609-54-76576,경상남도 창원시 의창구 창원대로204번길20-0 (팔용동)
SCF0965,1,24년 중어뢰(SUT) 전압조절기카드 부품정비,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,,15000000,14299091,2024-11-06,10:30,순위확정,,,,,,,,
SCF0969,1,24년 함정 승강기 외주정비,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,129404445,129000000,144894545,2024-11-06,10:30,개찰완료,108618000,83.936,2024-11-06,(주)대명엘리베이터,김동건,문지영,620-81-07392,"울산광역시 북구 활밤로 19(효문동, (주)대명엘레베이터)"
SCF0966,1,’24년 함정 통풍관 및 FCU 소제 용역,용역,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,488133823,484000000,457206718,2024-11-06,10:30,개찰완료,429694800,88.028,2024-11-06,건우선박 주식회사,이종포,이종포,602-81-57782,"경상남도 창원시 진해구 진해대로1041번길11, 303호(풍호동, 도담오피스텔)"
SFG0113,1,실내용 돔카메라 등 3품목 구매,물품,총액계약,일반경쟁,적격심사제,Y,제9181부대,ZD00151,제9181부대,ZD00151,87.995,27853727,27971170,25936909,2024-11-06,10:30,개찰완료,24510000,87.995,2024-11-06,주식회사 영진씨엔씨,김미경,김미경,121-81-46073,"인천광역시 부평구 마장로168, 3층(산곡동)"
SFG0112,1,병기보관함 등 7품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9181부대,ZD00151,제9181부대,ZD00151,87.995,43672911,43696480,40518555,2024-11-06,10:30,개찰완료,38430184,87.995,2024-11-06,부광트레이더스,노기범,노기범,472-43-00478,경기도 수원시 영통구 창룡대로256번길77-0 (이의동)102호
UMM1219,1,24-M-침해사고 조사분석체계 상용 SW 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,115933502,116270000,107818182,2024-11-06,11:00,개찰완료,113594800,97.982,2024-11-06,주식회사 인섹사이버시큐리티,김종광,전수현,774-87-01741,"서울특별시 금천구 가산디지털1로146, 705호(가산동, 대륭테크노타운22차)"
UMM1224,1,(246372-E) 다목적트랙터 및 블로워 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,131534564,131600000,129000000,2024-11-06,11:00,개찰완료,115747848,87.998,2024-11-06,엔시티（NCT）,서상인,서상인,514-20-44825,경상북도 칠곡군 지천면 금호자원길16-24
UMM1221,1,(247358-D)안테나 교체공사용 도파관 등 3종 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,110160735,109892156,101900000,2024-11-06,11:00,개찰완료,96936150,87.995,2024-11-06,하림상사,최하림,최하림,205-18-45816,"경기도 수원시 장안구 파장로112-13, 402호(파장동)"
UMM1225,1, (247383-F) 수술모 등 의료기재 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,119757406,120013230,111285000,2024-11-06,11:00,개찰완료,105383870,87.997,2024-11-06,주식회사 성우팜,박정희,박정희,667-81-00646,서울특별시 영등포구 여의대로24 지하 114-2호(여의도동)
UMM1220,1,24-M-공기청정기 필터 제조,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,79287370,78984000,71803636,2024-11-06,11:00,개찰완료,69773000,88,2024-11-06,주식회사 월드필터,정옥진,채영선,128-81-76210,경기도 파주시 풀무골로44 (야동동)
DSS0058,1,방탄헬멧 제조구매,물품,총액계약,제한경쟁,적격심사제,Y,국군제1068부대,ZD01123,국군제1068부대,ZD01123,87.995,188434164,186150000,169890909,2024-11-07,10:30,개찰완료,172896000,91.754,2024-11-07,주식회사 에코프로비(eco pro B),배혜진,배경영,728-87-01826,"인천광역시 부평구 주부토로236, 에이동 701호 (갈산동, 인천테크노벨리)"
ELA0032,1,부품키트 포구초속측정기용(K55A1용),물품,총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,3070970241,3048192000,0,2024-11-07,10:30,개찰완료,2610776448,85.014,2024-11-07,(주)디에스티,홍미정,김대지,123-81-64271,"경기도 군포시 엘에스로172, 1011호(금정동 한림휴먼타워)"
EMA0021,1,검독수리-B Batch-I 정비대체장비(가스터빈),물품,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,12020745000,0,2024-11-07,11:00,유찰,,,,,,,,
LDH0851,1,K21 베어링 등 2종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,1425964,1428000,1324971,2024-11-07,13:00,개찰완료,1269600,89.034,2024-11-08,덕산베아링,신복승,신복승,605-01-99630,부산광역시 부산진구 서전로9번길 38()
LDH0856,1,통신 캐패시터(012768070) 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,13684131,13622000,12631818,2024-11-07,13:00,개찰완료,12044209,88.015,2024-11-08,주식회사 오성테크,김윤현,김윤현,145-81-02877,"인천광역시 남동구 앵고개로490번길53, 남동공단142블럭 20로트 2층 1호(고잔동)"
LDH0857,1,통신 송풍기 등 7품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,,9758000,9049115,2024-11-07,13:00,유찰,,,,,,,,
LDH0858,1,통신 저항기 등 8품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,,18482000,17138300,2024-11-07,13:00,순위확정,,,,,,,,
LKG0097,1,17해안감시기동대대 개편 자동제어 제조설치,물품,총액계약,제한경쟁,적격심사제,Y,육군제53보병사단,ZD00094,육군제53보병사단,ZD00094,87.995,65298076,65401790,59456173,2024-11-07,11:00,개찰완료,57467013,88.007,2024-11-15,주식회사 더메이테크,한정향,한정향,777-88-01183,"인천광역시 부평구 부평대로283,C동 6층 609B호(청천동, 부평우림라이온스밸리)"
LQG0074,1,(육성) 00부대 PC(본체) 제조 설치 납품,물품,총액계약,제한경쟁,적격심사제,Y,육군 52보병사단,ZD00273,육군 52보병사단,ZD00273,87.995,38355638,38424000,36181818,2024-11-07,10:30,개찰완료,34013808,88.68,2024-11-07,주식회사 컴윈,정연철,정연철,134-86-09759,경기도 화성시 팔탄면 온천로122-9
LQG0075,1,(육성) 00부대 모니터 등 7종 구매 납품,물품,총액계약,제한경쟁,적격심사제,Y,육군 52보병사단,ZD00273,육군 52보병사단,ZD00273,87.995,74561165,74976000,72654545,2024-11-07,10:30,개찰완료,65858850,88.328,2024-11-07,가온 네트워크,노영선,노영선,112-16-75334,경기도 남양주시 화도읍 가곡로61-28  B동
MCL0006,1,24-2차 0000체계 운용품 구매,물품,총액계약,제한경쟁,적격심사제,Y,국방정보본부,1290277,국방정보본부,1290277,87.995,,43003558,39876027,2024-11-07,10:00,순위확정,,,,,,,,
MCL0008,2,00체계 UPS 배터리 구매,물품,총액계약,제한경쟁,적격심사제,Y,국방정보본부,1290277,국방정보본부,1290277,87.995,92677161,92369803,85652000,2024-11-07,10:00,개찰완료,81551304,87.995,2024-11-08,명성공인중개사사무소,이정열,이정열,190-49-00603,경기도 고양시 덕양구 삼송로181-0 (삼송동)
NIT0023,1,유전자과 자동염기서열분석기 정비,물품,총액계약,제한경쟁,적격심사제,Y,국방부조사본부,1291063,국방부조사본부,1291063,87.995,46321135,45977800,41798000,2024-11-07,11:00,개찰완료,43987240,94.961,2024-11-07,젠트리거,김승준,김승준,116-07-96324,서울특별시 강서구 마곡중앙5로1길20 (마곡동) 520호
NIT0024,1,감정장비(DNA 보관냉장고) 구매,물품,총액계약,제한경쟁,적격심사제,Y,국방부조사본부,1291063,국방부조사본부,1291063,87.995,28774930,28545000,25950000,2024-11-07,11:00,개찰완료,27000000,93.831,2024-11-07,(주) 솔포스텍,오문진,오문진,211-88-02227,"서울특별시 송파구 송파대로24길5-6 (가락동,1층)"
NIT0025,1,감정장비(자동핵산추출시스템) 구매,물품,총액계약,제한경쟁,적격심사제,Y,국방부조사본부,1291063,국방부조사본부,1291063,87.995,76144388,75900000,69000000,2024-11-07,11:00,개찰완료,67003750,87.995,2024-11-07,주식회사 다인피아이디,신한진,신한진,705-87-03137,"인천광역시 연수구 센트럴로313, 씨동 23층 1호 13-2(송도동, 송도씨워크인테라스한라)"
