입찰공고번호,입찰공고차수,입찰공고명,업무구분명,계약체결형태명,계약체결방법명,낙찰자결정방법명,적격심사여부,공고기관명,공고기관코드,수요기관명,수요기관코드,낙찰하한율,예정가격,기초금액,추정가격,개찰일자,개찰시각,개찰결과구분명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체사업자등록번호,최종낙찰업체주소
LHQ0036,1,재고번호미입력품목,물품,단가계약,2단계경쟁(동시),최저가격제,N,제2작전사령부,9840027,제2작전사령부,9840027,0,8000,8000,40021818,2025-09-09,10:30,개찰완료,8000,100,2025-09-09,주식회사 경북캐터링,김말예,박임식,502-81-41942,대구광역시 동구 반야월북로2길10-0 (율암동)
LQG0059,1,(육성)00부대 야간투시경 제조 납품,물품,총액계약,제한경쟁,적격심사제,Y,육군 52보병사단,ZD00273,육군 52보병사단,ZD00273,87.995,132178692,131255640,119323309,2025-09-09,10:30,개찰완료,116312515,87.996,2025-09-09,주식회사 엔미디어솔루션,이근식,성신용,119-86-53412,"인천광역시 계양구 계산새로71, 비동 310호(계산동, 하이베라스)"
MCD0052,1,2025년 군 책임운영기관 고객만족도 조사,용역,총액계약,협상에의한계약(전자),협상,N,국방부(운영지원과),1290000,국방부(운영지원과),1290000,,26000000,,23636364,2025-09-09,11:00,개찰완료,24000000,92.307,2025-09-24,(주)더밸류업컨설팅,조희숙,조희숙,206-86-58536,서울특별시 강남구 논현로86길29 (역삼동) 3층
MDD0058,1,2025년 재투자 의무장비(심부저체온유도장치) 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군수도병원,ZD00236,국군수도병원,ZD00236,87.995,38081276,38220000,35454545,2025-09-09,12:00,개찰완료,33510914,87.998,2025-09-09,디앤에스,강다겸,강다겸,526-50-00152,"전라남도 광양시 광장로112-11, 102동 308호(중동, 태영아파트)"
NIT0028,1,감정장비(회전형 박절기(절편기) 세트) 구매,물품,총액계약,제한경쟁,적격심사제,Y,국방부조사본부,1291063,국방부조사본부,1291063,87.995,32208452,32450000,29500000,2025-09-09,11:00,개찰완료,28343660,88,2025-09-10,한서유통,한경미,한경미,230-03-00451,"인천광역시 남동구 에코중앙로84번길42-0 (논현동),116-102"
NIT0030,1,감정장비(전자저울) 구매,물품,총액계약,제한경쟁,적격심사제,Y,국방부조사본부,1291063,국방부조사본부,1291063,87.995,18095570,18150000,16500000,2025-09-09,11:00,개찰완료,15923650,87.997,2025-09-10,창대 솔루션,안준,안준,880-78-00104,"경기도 김포시 김포한강5로385-0 (구래동, 호수마을 e편한세상아파트)"
NIT0031,1,용접 굽힙시험기 구매,물품,총액계약,제한경쟁,적격심사제,Y,국방부조사본부,1291063,국방부조사본부,1291063,87.995,,39500000,35909091,2025-09-09,11:00,유찰,,,,,,,,
SCF0748,1,배터리 충전기  니켈 1EA 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,23910000,30454545,2025-09-09,10:30,유찰,,,,,,,,
SCF0725,2,경유(저유황) 등 3종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,240000000,222797236,2025-09-09,10:30,순위확정,,,,,,,,
SCF0673,2,탄지지대 조립체 등 6종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,16065676,16000000,15033600,2025-09-09,10:30,개찰완료,14138020,88.001,2025-09-09,비딩컴퍼니,조민자,조민자,271-30-01705,"충청남도 천안시 서북구 미라15길24,107동 901호(쌍용동,대우타워아파트)"
SCF0724,2,해양부생물 방지장치 제조,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,48460258,48000000,45000000,2025-09-09,10:30,개찰완료,43100000,88.938,2025-09-09,(주)코스텍코리아,김문수,김문수,137-81-38772,경기도 부천시 오정로34 (삼정동)
SCF0746,1,LED 작업등 등 78종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,13697745,13800000,15693490,2025-09-09,10:30,개찰완료,12053692,87.997,2025-09-09,어니스트,추연철,추연철,611-10-66553,"전라남도 무안군 삼향읍 남악2로74번가길4-5 ,301호"
SCF0747,1,노즐  소방 장비용 등 4종 제조,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,42000000,39714182,2025-09-09,10:30,유찰,,,,,,,,
SCF0744,1,(긴급) 스프링  나선형  압축 등 13종,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,10637893,10675000,12271273,2025-09-09,10:30,개찰완료,9932000,93.364,2025-09-09,토탈marine,허광주,허광주,878-38-00842,경상남도 창원시 마산회원구 회원동로42-1 (회원동)
SCF0745,1,(긴급) 시일키트 등 8종,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,21130078,21276000,20038000,2025-09-09,10:30,개찰완료,18593850,87.997,2025-09-09,경남상사,김효식,김효식,815-17-01898,"경상남도 창원시 마산합포구 고운로118, 102-A050호(신월동)"
SCF0750,1,25년 조난자무선식별장치(RFID) 등 2종 유지보수 정비,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,95776088,95800000,114836673,2025-09-09,10:30,개찰완료,80462000,84.01,2025-09-09,한국전기통신주식회사,지정식,김성진,137-81-05723,인천광역시 서구 가정로77번길 50-10(가좌동)
SFC0166,1,화이투벤 등 74품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9691부대,ZD00152,제9691부대,ZD00152,87.995,28685219,28859300,26235727,2025-09-09,10:30,개찰완료,25277870,88.121,2025-09-09,서연팜,박진우,박진우,120-12-63845,"경기도 군포시 농심로88-3, 4층 일부 호실 (당정동, 건우빌딩)"
UHC0012,1,싱크대 제조 설치(주거시설 보수공사 관급자재),물품,총액계약,일반경쟁,적격심사제,Y,공군 작사예하 방포사예하 제2여단,ZD00947,공군 작사예하 방포사예하 제2여단,ZD00947,87.995,616678292,615601843,570830800,2025-09-09,11:00,개찰완료,542811890,88.021,2025-09-09,주식회사 성신산업,윤정한,윤정한,256-88-01968,경상북도 칠곡군 가산면 경북대로1511-16
UMM0784,1,2528-M-식기세척기 임차용역,용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,84.245,190321909,190580000,176727273,2025-09-09,11:00,개찰완료,160393567,84.274,2025-09-09,해성,배종해,배종해,878-57-01013,"경기도 평택시 비전9길12-5, 401호 (비전동)"
EBB0236,6,K9 전동기 조립체,물품,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,82.995,,584175000,0,2025-09-10,11:00,순위확정,,,,,,,,
EBB0314,1,계전기 및 가열기,물품,총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,829694484,831527000,0,2025-09-10,14:00,개찰완료,699314000,84.285,2025-09-10,건웅테크 주식회사,장윤호,장상기,606-81-68883,부산광역시 강서구 가리새2로58-0 (범방동)
EBB0313,1,회로카드조립체(제조),물품,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,124795000,0,2025-09-10,11:00,유찰,,,,,,,,
EWA0008,1,B-I 정비지원장비(케이스 내시경장비용 등 8종),물품,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,161903502,160838000,0,2025-09-10,11:00,개찰완료,157580000,97.329,2025-09-10,주식회사 엠아이엘아이엔씨,정광일,정광일,452-87-03214,"부산광역시 해운대구 센텀동로99, 12층 1203호(재송동, 벽산이센텀클래스원)"
HAE0003,1,가스연료(LPG) 구매,물품,총액계약,제한경쟁,적격심사제,Y,39정찰비행단,ZD01146,39정찰비행단,ZD01146,87.995,187657992,188227330,222240909,2025-09-10,11:00,개찰완료,165961900,88.438,2025-09-10,세운에너지,김용희,김용희,728-01-03397,충청북도 제천시 송학면 시곡포전로148
HDG0013,1,25년 간부식당 급식류 식자재 계약,물품,총액계약,제한경쟁,적격심사제,Y,공군제10전투비행단,ZD00184,공군제10전투비행단,ZD00184,82.995,296135314,293762790,272398227,2025-09-10,11:00,개찰완료,245811880,83.006,2025-09-10,먹승푸드,정덕천,정덕천,398-63-00687,"경기도 광주시 양벌로118-18, 1층 105호(양벌동)"
LCF0506,1,멸균기 소형 등 3항목 구매(의무),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,12607553,12540000,11590909,2025-09-10,11:00,개찰완료,11094150,87.996,2025-09-10,소망물산,이영좌,이영좌,786-19-01575,전라남도 여수시 율촌면 율촌로78-0
LCG0099,1,25-육-234 포열 코팅 기술 적용 가능성 연구,용역,총액계약,협상에의한계약(전자),협상,N,육군본부,1290298,육군본부,1290298,0,,32730000,29754545,2025-09-10,10:00,유찰,,,,,,,,
LGI0070,1,증식류 15종,물품,단가계약,제한경쟁,적격심사제,Y,제3군수지원여단,ZD01109,제3군수지원여단,ZD01109,82.995,18559.17,18712,150291455,2025-09-10,10:30,개찰완료,15408.02,83.021,2025-09-10,(주)동의보감,임충선,임충선,204-86-32976,서울특별시 중랑구 공릉로12가길 64(묵동)
LGT0078,1,25년 00부대 예비군 육성지원사업(전술조끼) 구매,물품,총액계약,일반경쟁,적격심사제,Y,제2307부대,ZD00001,제2307부대,ZD00001,87.995,57775110,57800000,52545455,2025-09-10,10:30,개찰완료,50890779,88.084,2025-09-11,동조산업 주식회사,김해근,김해근,130-86-51482,경기도 부천시 오정구 신흥로378번길14-0 (내동)
MCD0053,1,미래 국방환경을 고려한 병과체계 발전방안 연구,용역,총액계약,협상에의한계약(전자),협상,N,국방부(운영지원과),1290000,국방부(운영지원과),1290000,,49500000,,45000000,2025-09-10,11:00,개찰완료,47000000,94.949,2025-09-30,육군사관학교 산학협력단,방준영,박혜진,564-82-00077,서울특별시 노원구 화랑로574-0 (공릉동)
NIT0032,1,헬프콜 홍보물(버스 부착용 스티커) 제작부착,물품,총액계약,일반경쟁,적격심사제,Y,국방부조사본부,1291063,국방부조사본부,1291063,87.995,39606679,39527000,35933636,2025-09-10,11:00,개찰완료,34852000,87.995,2025-09-14,웰루츠,조영중,조영중,188-75-00083,"경기도 용인시 처인구 모현읍 오포로51, 2층  201호"
SCF0625,3,25년 Lynx 항공기 편류각 대지 속도용 지시기 정비,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,,16400000,15247273,2025-09-10,10:30,유찰,,,,,,,,
SCF0751,1,25년 고속단정 선체 외주정비,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,,132600000,134198182,2025-09-10,10:30,순위확정,,,,,,,,
SCF0754,1,교정기 전압용 등 15품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,436564525,435000000,427709091,2025-09-10,10:30,개찰완료,413250200,94.659,2025-09-10,주식회사 티엔엠즈,유상열,조영희,578-81-01078,경기도 안양시 동안구 흥안대로427번길16 (관양동) 평촌디지털엠파이어 901호
SCF0753,1,25년 서북도서 육로화물 수송용역,용역,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.745,91259997,90800000,90805818,2025-09-10,10:30,개찰완료,88990000,97.512,2025-09-10,주식회사 옹진물산,곽창열,임태윤,807-86-01097,인천광역시 옹진군 백령면 사곶로122번길11-0
SFC0162,2,하부검색경 등 2품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9691부대,ZD00152,제9691부대,ZD00152,87.995,7046703,7100000,6454545,2025-09-10,10:30,개찰완료,6201979,88.012,2025-09-11,와이에스 테그,조유미,조유미,283-04-03070,"경기도 안산시 상록구 해양4로31, 108동 601호(사동, 그랑시티자이)"
UMM0785,1,25-M-주둔지 경계용 CCTV 제조설치,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,240496642,241390000,240000000,2025-09-10,11:00,개찰완료,211632640,87.998,2025-09-10,대주씨앤에스 주식회사,이종원,이종원,129-86-00983,"경기도 남양주시 다산순환로20, 에이에이03-011호, 에이에이03-040호(다산동, 다산현대프리미어캠퍼스)"
UMM0788,1,(256224-C) 25년 스테레오 위성영상 구매,물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,464145363,463811760,430080000,2025-09-10,11:00,개찰완료,385660000,83.09,2025-09-10,주식회사 한컴인스페이스,최명진,이민섭,314-86-31838,"대전광역시 유성구 엑스포로1, 12층(도룡동, 사이언스센터)"
UMM0783,1,25-F-천궁 탑재차량 에어컨 제조설치(259091-F),물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,,979090000,919090909,2025-09-10,11:00,유찰,,,,,,,,
UMM0786,1,(257202-D) 실험연구용 드론 제조,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,289587993,288882352,270600000,2025-09-10,11:00,개찰완료,255357555,88.179,2025-09-10,주식회사 무지개연구소,김용덕,류윤지,316-88-00091,"대구광역시 수성구 알파시티1로42길11, 606호 607호 610호(대흥동, 태왕알파시티수성지식산업센터)"
UMM0787,1,(256191-E) 공기청정기 필터 제조,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,119880769,120821720,115243382,2025-09-10,11:00,개찰완료,105536280,88.034,2025-09-10,주식회사 서번,정용환,손영주,621-81-10755,부산광역시 강서구 화전산단5로27-0 (화전동)
EBB0298,3,사격통제장치부품류(구매),물품,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,87.995,,34100000,0,2025-09-11,11:00,유찰,,,,,,,,
EBH0130,1,25년 잠수함 연료전지체계(제조),물품,총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,82.995,,16924600000,0,2025-09-11,14:00,순위확정,,,,,,,,
EPA0006,3,5톤 유조차(2 000G/A),물품,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,640599000,0,2025-09-11,11:00,유찰,,,,,,,,
LCF0495,3,타이어 공이압식 등 10항목 제조(기동-012)재,물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,,1093197000,993815455,2025-09-11,10:30,유찰,,,,,,,,
LCF0507,1,연료 탱크 조립체 등 2항목 구매(기동-013)재,물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,,30606520,27824109,2025-09-11,10:30,유찰,,,,,,,,
LCF0508,1,센서  기압용  방출제어용 등 1항목 구매(기동-014),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,18455587,18496716,16815196,2025-09-11,10:30,개찰완료,16255760,88.08,2025-09-11,유한회사 창해,류제성,류제성,410-86-32912,광주광역시 광산구 풍영철길로15(콜롬버스월드 302호)
LCF0509,1,전구 등 1항목 구매(기동-015) 재조달,물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,6543403,6542550,5947773,2025-09-11,10:30,개찰완료,6280000,95.974,2025-09-11,주식회사 포톤,김건우,김건우,439-81-03636,경기도 시흥시 광석천길18 (광석동) 315호 광양프런티어밸리 8차
LCP0040,2,25년 항공동원 실제훈련 민간항공기(헬기) 임차용역,용역,총액계약,제한경쟁,적격심사제,Y,육군항공사령부,ZD00098,육군항공사령부,ZD00098,87.745,71745566,71850000,65318182,2025-09-11,11:30,개찰완료,64000000,89.204,2025-09-11,（주）에어로피스,송인성,김유재,137-86-04165,경기도 김포시 대곶면 천호로210-0 (김포항공산업단지내)
LDH0752,1,(자재) 마봉 특수강 등 13종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,15884837,15863000,14710000,2025-09-11,13:00,개찰완료,14737820,92.779,2025-09-11,대흥엔지니어링 주식회사,SHINSOYOUNG,SHINSOYOUNG,191-87-01344,인천광역시 부평구 청농로27 (청천동)
LGI0067,2,부식류,물품,단가계약,2단계경쟁(동시),최저가격제,N,제3군수지원여단,ZD01109,제3군수지원여단,ZD01109,0,888912.11,891158,463598555,2025-09-11,10:30,개찰완료,721840,81.204,2025-09-11,(주)디아이,이정완,박동재,226-81-24393,강원특별자치도 강릉시 주문진읍 농공단지길28-13
UAC0032,1,25-16차 인쇄재료 44종 수시 구매,물품,총액계약,제한경쟁,적격심사제,Y,국방출판지원단,ZD00908,국방출판지원단,ZD00908,87.995,56326060,56745000,52639627,2025-09-11,11:00,개찰완료,49566758,87.999,2025-09-11,럭키가이,신범수,신범수,107-40-98849,"전북특별자치도 전주시 완산구 중화산로68, 201호 A-121(중화산동2가, 강석빌딩)"
UMM0789,1,(25F155-I)25년음식물쓰레기처리기(건조기)임차용역,용역,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,80.495,1055952817,1063058823,985745455,2025-09-11,11:00,개찰완료,855478190,81.014,2025-09-11,주식회사 나비원,이지원,주경희,264-81-46609,경기도 성남시 수정구 위례대로83 (창곡동) A동 1층 17호
EBH0128,2,25년 헬멧  지뢰보호용,물품,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,82.995,,367782000,0,2025-09-12,11:00,유찰,,,,,,,,
HDQ0060,1,20비 25-295 데스크탑,물품,총액계약,제한경쟁,적격심사제,Y,제20전투비행단,ZD00161,제20전투비행단,ZD00161,87.995,52106165,52088000,48300000,2025-09-12,11:00,개찰완료,46019000,88.317,2025-09-12,주식회사 원퓨트,방명일,방명일,899-86-01927,"서울특별시 금천구 가산디지털1로16, 515-에프호(가산동, 에이피타워)"
LCF0489,2,전건  전신용 등 1항목 구매(통신),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,40632637,40654500,36958636,2025-09-12,15:00,개찰완료,35771960,88.037,2025-09-12,유한회사 지영,김성후,김성후,762-81-03249,"광주광역시 북구 대천로2, 3층 354호(오치동)"
MDG0135,4,25년 의무장비(혈액가온장치) 구매,물품,총액계약,제한경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,87.995,,3724000,3454545,2025-09-12,11:00,유찰,,,,,,,,
MDW0022,1,26년 생도피복(맞춤피복) 제조구매(2차),물품,총액계약,2단계경쟁(동시),최저가격제,N,국군간호사관학교,ZD00244,국군간호사관학교,ZD00244,0,,263965000,239968182,2025-09-12,11:00,유찰,,,,,,,,
UMM0794,1,(257226-E) 대출력앰프시스템 노후 교체사업,물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,382205919,380886705,353185855,2025-09-12,11:00,개찰완료,317214321,82.995,2025-09-12,주식회사 산호,임성숙,임성숙,345-87-01320,"경기도 부천시 원미구 옥산로138번길30 (춘의동, 광성상가아파트) 광성프라자 247호"
UMM0793,1,(256170-D) 음향설비 구매 설치,물품,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,165672723,165950980,153881818,2025-09-12,11:00,개찰완료,145787604,87.997,2025-09-12,사가랴,강동주,강동주,872-21-01715,"대구광역시 동구 반야월북로221 (신서동, 신서화성파크드림) 106동 1301호"
ELA0047,1,공구상자(120밀리자주박격포 및 사격지휘차량),물품,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,0,211488464,211943000,0,2025-09-15,14:00,개찰완료,186509840,88.189,2025-09-15,주식회사 지브이엔지니어링,김규연,김경규,613-81-59311,경상남도 사천시 축동면 서삼로1316-0
HCM0046,1,25-04-127 비디오월 구매 설치,물품,총액계약,제한경쟁,적격심사제,Y,공군교육사령부,ZD00172,공군교육사령부,ZD00172,82.995,72300676,72702450,67415000,2025-09-15,11:30,개찰완료,60007530,82.997,2025-09-15,다이아몬드전자(주),이건,이건,104-81-40865,"서울특별시 금천구 가마산로 96, 대륭테크노타워 8차(가산동)"
HCM0045,1,25-05-137 학과용 가방 1품목 제조,물품,총액계약,제한경쟁,적격심사제,Y,공군교육사령부,ZD00172,공군교육사령부,ZD00172,87.995,49046255,49066000,45490909,2025-09-15,11:30,개찰완료,43241375,88.164,2025-09-15,부림산업,조주희,지서영,615-18-46614,경상남도 김해시 김해대로2646-0 (안동)
HDL0026,1,25-08-218 간부숙소 냉방기 및 냉난방기 구매,물품,총액계약,제한경쟁,적격심사제,Y,공군제16전투비행단,ZD00186,공군제16전투비행단,ZD00186,87.995,145711152,145102941,134550000,2025-09-15,11:00,개찰완료,128220878,87.996,2025-09-15,가복공인중개사사무소,박은영,박은영,506-21-57030,경상북도 포항시 남구 오천읍 정몽주로499
MDS0048,1,25년~'28년 식기세척기 임차 용역,용역,총액계약,제한경쟁,적격심사제,Y,제3707부대,1290494,제3707부대,1290494,84.245,64716081,64432941,59746909,2025-09-15,10:30,개찰완료,54708360,84.535,2025-09-15,닉스,권은숙,권은숙,127-03-83587,경기도 동두천시 동광로72 (생연동)3층
UAB0083,1,국군복지단 복지종합정보체계 고도화구축 PMO(재공고),용역,총액계약,협상에의한계약(전자),협상,N,국군복지단,ZD00882,국군복지단,ZD00882,0,500618520,499117640,462818182,2025-09-15,11:00,개찰완료,474161000,94.715,2025-09-19,(주)씨에이에스,전영하,정희진,116-81-37757,"서울특별시 금천구 가산디지털1로168, 씨동 1106, 1206호 (가산동, 우림라이온스밸리)"
UMM0792,1,25~30-N-식기세척기(10대) 임차용역,용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,84.245,,168000000,163636364,2025-09-15,11:00,유찰,,,,,,,,
EBB0303,2,표준차 유지부품,물품,총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,82.995,,5851012000,0,2025-09-16,11:00,순위확정,,,,,,,,
EBB0304,2,소형전술차 유지부품,물품,총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,82.995,,3466267000,0,2025-09-16,14:00,순위확정,,,,,,,,
EBH0104,2,25년 천마 수리부속류(구매),물품,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,0,181079500,180398000,0,2025-09-16,14:00,개찰완료,180000000,99.403,2025-09-16,부운기업,주혜란,주혜란,841-09-02964,부산광역시 사상구 낙동대로901번길25-38 (감전동)
ET40001,1,전자전기(Block-I) 체계개발,물품,총액계약,협상에의한계약(서류),협상,N,방위사업청,1690000,방위사업청,1690000,,,1.78E+12,0,2025-09-16,15:00,개찰완료,1.72E+12,,2025-12-22,엘아이지넥스원주식회사,신익현,,215-86-35051,경기도 용인시 기흥구 마북로207(마북동)
HCE0002,2,기-25-011 포어플라이트,물품,총액계약,일반경쟁,적격심사제,Y,공중기동정찰사령부,ZD00953,공중기동정찰사령부,ZD00953,87.745,188701266,188052200,174445455,2025-09-16,10:30,개찰완료,173980000,92.198,2025-09-16,(주)베스틴무역,김진창,강재호,109-81-73323,"서울특별시 강서구 공항대로 411, BST빌딩(등촌동)"
HCF0252,1,25~'26 (K)F-16 ADVR 부품 외주정비,물품,총액계약,제한경쟁,적격심사제,Y,공군군수사령부,ZD00306,공군군수사령부,ZD00306,82.995,,14443380,26012964,2025-09-16,10:30,유찰,,,,,,,,
HCF0232,2,항공기용 실링 컴파운드 등 14종 구매,물품,총액계약,제한경쟁,적격심사제,Y,공군군수사령부,ZD00306,공군군수사령부,ZD00306,82.995,213012338,211060392,195710545,2025-09-16,10:30,개찰완료,191390000,89.849,2025-09-16,주식회사 에스피에어로,조승우,조승우,335-87-03578,경상남도 진주시 정촌면 뿌리산단로15번길72 에스피에어로
LCH0054,2,민간스키장 이용권 구매 계약(특-25-물-44),물품,총액계약,지명경쟁,적격심사제,Y,특수전사령부,ZD00055,특수전사령부,ZD00055,82.995,,96660000,87872727,2025-09-16,10:30,유찰,,,,,,,,
LDH0735,2,(자재) 락카스프레이 황색 등 7종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,,968000,897765,2025-09-16,13:00,유찰,,,,,,,,
LDH0757,1,(항공) UH-60 판독기 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,18002947,18139000,16820400,2025-09-16,13:00,개찰완료,15961600,88.661,2025-09-17,주식회사 에스케이기계산업,이광식,이광식,406-86-01929,"경상남도 창원시 의창구 차룡로48번길44, 315호(팔용동, 창원스마트업타워)"
LDH0756,1,(항공) UH-60 리테이너 및 패킹 등 6종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,23680228,23639000,21920380,2025-09-16,13:00,개찰완료,20846760,88.034,2025-09-17,디엔테크,김해천,김해천,124-46-08607,"경기도 화성시 동탄대로677-5, 8층 812호(영천동, 비전IT타워)"
LDH0755,1,(자재) 특수윤활유 방청유 등 13종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,15089172,15163000,14060341,2025-09-16,13:00,개찰완료,14095900,93.417,2025-09-17,주식회사 성우,김은화,김정애,594-81-00498,부산광역시 강서구 신호산단3로88번길68 (신호동)
LDH0754,1,(자재) 포장자재 진공포장지 등 45종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,13674718,13582000,12594755,2025-09-16,13:00,개찰완료,12056710,88.167,2025-09-17,지앤와이일렉텍(주),김보영,김보영,113-81-89367,서울특별시 구로구 경인로53길15-0 (구로동) 중앙유통단지 가동 3116호
LHG0028,2,신영 00부대 울타리 및 추진철책 울타리 제조 ,물품,총액계약,제한경쟁,적격심사제,Y,제1862부대,ZD00002,제1862부대,ZD00002,87.995,596078015,593274510,550127273,2025-09-16,11:00,개찰완료,525074000,88.088,2025-09-16,주식회사 정석산업,정진용,송보란,413-87-00319,충청남도 아산시 둔포면 산전길55번길54
LMH0060,1,자주도하장비 패키지 오버헤드크레인 제조 설치,물품,총액계약,일반경쟁,적격심사제,Y,제7군단,ZD00101,제7군단,ZD00101,87.995,152964393,151758000,137961818,2025-09-16,10:30,개찰완료,134667060,88.038,2025-09-16,주식회사 정문이엔이,이안수,이안수,137-86-02279,경기도 김포시 대곶면 대곶북로305번길118-39
LNF0049,1,대능리 간부숙소 신축 보일러 구매 설치,물품,총액계약,일반경쟁,적격심사제,Y,제1보병사단,ZD00049,제1보병사단,ZD00049,87.995,354182012,357357000,331500000,2025-09-16,11:00,개찰완료,312891600,88.342,2025-09-16,귀뚜라미 홈시스 아산점,신용운,신용운,312-15-61767,충청남도 아산시 번영로234번길 58()
LNF0050,1,대능리 간부숙소 신축 자연석판석 제조,물품,총액계약,일반경쟁,적격심사제,Y,제1보병사단,ZD00049,제1보병사단,ZD00049,87.995,135737488,136146500,126295455,2025-09-16,11:00,개찰완료,119859300,88.302,2025-09-16,통명석재주식회사,정성숙,임봉순,127-81-83095,경기도 포천시 신북면 청신로1526번길 31()
